0,"[0, 1, 2, 3, 4, 5]"
30,"[0, 5, 20, 21, 22, 23]"
31,"[0, 1, 19, 20, 24, 35]"
1,"[1, 2, 24, 25, 26, 27]"
7,"[2, 3, 6, 10, 27, 28]"
6,"[3, 4, 6, 7, 8, 9]"
5,"[4, 5, 9, 22, 61, 62]"
12,"[6, 7, 10, 11, 12, 13]"
17,"[7, 8, 13, 17, 65, 66]"
11,"[8, 9, 62, 63, 64, 65]"
13,"[10, 11, 28, 29, 30, 31]"
19,"[11, 12, 14, 18, 31, 32]"
18,"[12, 13, 14, 15, 16, 17]"
24,"[14, 15, 18, 19, 20, 21]"
29,"[15, 16, 21, 23, 69, 70]"
23,"[16, 17, 66, 67, 68, 69]"
25,"[18, 19, 32, 33, 34, 35]"
35,"[22, 23, 60, 61, 70, 71]"
32,"[24, 25, 34, 35, 36, 47]"
2,"[25, 26, 36, 37, 38, 39]"
8,"[26, 27, 28, 29, 39, 40]"
14,"[29, 30, 40, 41, 42, 43]"
20,"[30, 31, 32, 33, 43, 44]"
26,"[33, 34, 44, 45, 46, 47]"
33,"[36, 37, 46, 47, 48, 59]"
3,"[37, 38, 48, 49, 50, 51]"
9,"[38, 39, 40, 41, 51, 52]"
15,"[41, 42, 52, 53, 54, 55]"
21,"[42, 43, 44, 45, 55, 56]"
27,"[45, 46, 56, 57, 58, 59]"
34,"[48, 49, 58, 59, 60, 71]"
4,"[49, 50, 60, 61, 62, 63]"
10,"[50, 51, 52, 53, 63, 64]"
16,"[53, 54, 64, 65, 66, 67]"
22,"[54, 55, 56, 57, 67, 68]"
28,"[57, 58, 68, 69, 70, 71]"
